1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75282,0.046413,0.00066589,0,0,0,0,0,0,0,0,0.035492,1.6521,0,0,0,0,0,0,0,0,0,0,0.00076577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033294,0,0,0,0,0,0,0,0,0,0,0,9.4334,0.44355,0.30488,0,0,0,0,0,0,0,0.0018978,1.449,79.021,0,0,0,0,0,0,0,0,0,0,0.47301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018911,0,0,0,0,0,0,0,0,0,0,0,1.3642,0.1738,1.6594,0.89436,0.009389,0,0,0,0,0,0.0033294,0.3449,0.92126,0,0,0,0,0,0,0,0,0,0,0.13954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016647,0,0,0,0,0,0,0,0,0,0,0,0.05427,6.6589E-05,0.27628,0.40083,0,0,0,0,0,0,0.0031297,0.1162,0.0012652,0,0,0,0,0,0,0,0,0,0,0.002264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,7.0815,0,0,0,0,0,0,0,0,0,0,0.0036624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.398,0,0,0,0,0,0,0,0,0,0,0.060097,26.434,0,0,0,0,0,0,0,0,0,0,0.0078575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38705,0.12512,0,0,0,0,0,0,0,0,0,0.026236,44.714,0,0,0,0,0,0,0,0,0,0,0.24911,1.2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29605,0.20716,0,0,0,0,0,0,0,0,0,0.094357,3.9552,0,0,0,0,0,0,0,0,0,0,0.4535,0.99048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6594,0.00049942,0,0,0,0,0,0,0,0,0.00019977,0.14357,0.40613,0,0,0,0,0,0,0,0,0,0,0.033794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1.5561,0.45913,0,0,0,0,0,0,0,0,0.0014317,0.012652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.064,0.61538,0,0,0,0,0,0,0,6.6589E-05,0.058066,2.33,36.842,0,0,0,0,0,0,0,0,0,0,0.010454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7126,0.71816,0,0,0,0,0,0,0,0,0.020343,0.43586,8.317,0,0,0,0,0,0,0,0,0,0,0.002597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90971,0.072282,0,0,0,0,0,0,0,0,0.02244,0.34327,0.14273,0,0,0,0,0,0,0,0,0,0,0.00033294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13314,0,0,0,0,0,0,0,0,0,0,0,0.88926,0.081039,0.00019977,0,0,0,0,0,0,0.00033294,0.47568,0.73947,0.033827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.58798,0.002264,0,0,0,0,0,0,0,0,0.00073248,0.0015648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.728,0.0055935,0,0,0,0,0,0,0,0,0.003962,0.028833,5.3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.621,2.2791,0,0,0,0,0,0,0,0,0.0025637,0.0068587,4.8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14606,0.0011653,0,0,0,0,0,0,0,0,0.0024638,0.004295,0.00099883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099883,0,0,0,0,0,0,0,0,0,0,0,0.25314,0.095222,0.0018645,0,0,0,0,0,0,0,0.0079907,0.0084568,3.3294E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.477,0,0,0,0,0,0,0,0.00029965,0.054037,0.56734,1.0442,8.5489,0.010454,0,0,0,0,0,0,0,0,0,0.0010654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078908,0,0,0,0,0,0,0,0,0,0,0,2.9189,0.00029965,0,0,0,0,0,0.0018312,0.12589,1.0919,0.79943,1.06,28.256,1.7782,0,0,0,0,0,0,0,0.00019977,0,0.11437,0.0069253,0.24368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0219,0,0,0,0,0,0,0,0,0,0,0,12.254,0.16654,0,0,0,0,0.0015315,0.24625,0.94986,0.46169,1.2799,4.2798,4.9302,6.0501,0,0,0,0,0,0,0,0,0,0.0067588,0.058099,1.8253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0104,0,0,0,0,0,0,0,0,0,0,0,0.15782,0.018345,0,0,0,0,0.020742,0.38242,0.26249,0.3176,0.2586,0.27471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.010221,0,0,0,0,0,0,0,0,0,0.00029965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.923,0.0093557,0,0,0,0,0,0,0.00019977,0.018412,0.39271,0.83626,13.546,0.080506,0,0,0,0,0,0,0,0.0015981,0.012019,0.05174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041285,0,0,0,0,0,0,0,0,0,0,0,5.128,2.0207,0.12662,0.091626,0.015049,0,0,0.00069918,0.031197,0.079041,0.25167,1.2316,46.669,5.7179,3.3294E-05,0,0,0,0,0,3.3294E-05,0.033727,0.0070584,0.019943,0,0.0041618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045114,0,0,0,0,0,0,0,0,0,0,0,0.66323,0.23955,0.969,0.53837,0.29802,0,0.00283,0.10385,0.12043,0.088497,0.19853,0.54426,2.9961,3.866,0.11387,0,0,0,0,0,3.3294E-05,0.0014983,0.00033294,0.0011986,0,0.029199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23006,0,0,0,0,0,0,0,0,0,0,0,0.12259,0.035891,0.0013318,0.052572,0.026003,3.3294E-05,0.10548,0.47678,0.23949,0.15392,0.1723,0.24248,0.0039287,0.0026969,0,0,0,0,0,0,0,9.9883E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.22524,0,0,0,0,0,0,0,0,0,0.00036624,0.030098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013984,0,0,0,0,0,0,0,0,0,0,0,20.116,0,0,0,0,0,3.3294E-05,0.00019977,0.0044615,0.089962,0.33051,4.6724,1.4936,0,0,0,0,0,0,0,0,0,0,0.00013318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63796,0,0,0,0,0,0,0,0,0,0,0,27.074,0.023106,0,0,0,0.00029965,0.0030298,0.017213,0.36388,1.5945,2.309,13.052,21.42,0,0,0,0,0,0,0,0,0,0,0.094024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75036,0,0,0,0,0,0,0,0,0,0,0,1.255,0.11363,0.09955,0.029565,0,0.00099883,0.0043283,0.0034293,0.067188,0.21112,0.077643,1.5799,1.5205,0,0,0,0,0,0,0,0,0,0,0.0086233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23423,0,0,0,0,0,0,0,0,0,0,0,0.1105,0.0073914,0.047644,0.016381,0,0.0012652,0.00056601,0.00019977,0.0043283,0.020243,0.061795,0.20656,0.0012319,0,0,0,0,0,0,0,0,0,0,3.3294E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.5422,0,0,0,0,0,0,0,0,0,0,0,2.2822,0.012685,0,0,0,0,0.027202,0.032396,6.6589E-05,0.0015315,0.012352,0.45221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0386,0,0,0,0,0,0,0,0,0,0,0,22.361,0.76637,0,0,0,0.0035292,0.087032,0.10335,0.0018645,0.01748,0.028034,4.0882,1.4886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5735,0,0,0,0,0,0,0,0,0,0,0,48.294,2.4986,0.0010321,0,0,0,0,0.0018312,0.00026636,0.0025637,0.0046945,2.3736,5.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54277,0,0,0,0,0,0,0,0,0,0,0,2.6139,0.34147,0,0,0,0,0,0.00096554,0.00026636,0.002264,0.0038289,0.033195,2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13661,0,0,0,0,0,0,0,0,0,0,0,0.094423,0.0088896,0,0,0,0,0,0.0005993,3.3294E-05,0.0013984,0.011353,0.03426,0.0088896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0.75592,0.00083236,0,0,0,0,0,0,0,0,0,0.00036624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7895,0,0,0,0,0,0,0,0,0,0.00093225,0.52356,25.017,0.13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6524,0.01152,0,0,0,0,0,0,0,0,0.0006326,0.4602,28.871,2.4851,0,0,0,0,0,0,0,0,0,0,1.2729,0.50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58745,0.01102,0,0,0,0,0,0,0,0,3.3294E-05,0.26026,4.6968,11.503,0,0,0,0,0,0,0,0,0,0,4.1192,10.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015315,0,0,0,0,0,0,0,0,0,0,0,0.74263,0.11413,0.0011653,0,0,0,0,0,0,9.9883E-05,0.19863,0.45913,0.12133,0.054803,0,0,0,0,0,0,0,0,0,0,9.9883E-05,0.13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,7.2794,0.15971,0,0,0,0,0,0,0,0.0015648,0.0013318,0.0057599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006326,0,0,0,0,0,0,0,0,0,0,0,23.905,1.4812,0,0,0,0,0,0,0,0.0046945,0.0041285,0.078508,11.368,0.12056,0,0,0,0,0,0,0,0,0,0.0053604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053937,0,0,0,0,0,0,0,0,0,0,0,0.58478,2.1528,0.049476,0,0,0,0,0,0,0.00089895,0.0084235,0.10301,26.158,1.8546,0,0,0,0,0,0,0,0,0.00029965,0.002031,1.566,0.035792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076244,0,0,0,0,0,0,0,0,0,0,0,0.14027,1.7534,1.7418,0,0,0,0,0,0,0.00096554,0.0069253,0.064225,6.6167,3.3978,0,0,0,0,0,0,0,0,0.00013318,0.027335,5.0851,2.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068653,0,0,0,0,0,0,0,0,0,0,0,0.15392,0.087365,0.14403,0,0,0,0,0,0,0.0012319,0.050208,0.1166,0.081172,0.12552,0,0,0,0,0,0,0,0,0,0.016947,0.049442,0.54077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
